"id_attempts","word_sent","position_array","right_letters_in_wrong_positions","score","try_datetime","id_game","id_game1","attepmts"
415,"cultivados","[False, False, False, False, True, False, True, False, True, False]","t",0.4,"2022-07-18T01:36:31.738825","62d4b91e1251332fdf164c5f",16,1
416,"terminaron","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:36:32.819002","62d4b91e1251332fdf164c5f",16,2
417,"ciertas","[False, False, False, False, False, False, False]","i_e_r_t_a",0.42857142857142855,"2022-07-18T01:36:35.559022","62d4b9221251332fdf164c63",17,1
418,"tambien","[True, False, False, False, True, False, False]","a_m_e_n",0.42857142857142855,"2022-07-18T01:36:36.478700","62d4b9221251332fdf164c63",17,2
419,"termino","[True, True, True, True, True, True, False]",,0.8571428571428571,"2022-07-18T01:36:37.359007","62d4b9221251332fdf164c63",17,3
420,"termina","[True, True, True, True, True, True, True]",,1,"2022-07-18T01:36:38.259258","62d4b9221251332fdf164c63",17,4
421,"cambio","[False, False, False, False, False, False]","a_o",0.16666666666666666,"2022-07-18T01:36:41.101634","62d4b9281251332fdf164c69",18,1
422,"vuelos","[False, False, False, False, False, False]","e_o",0.16666666666666666,"2022-07-18T01:36:42.019122","62d4b9281251332fdf164c69",18,2
423,"rodaje","[True, True, True, True, True, True]",,1,"2022-07-18T01:36:42.919478","62d4b9281251332fdf164c69",18,3
424,"computadores","[False, False, False, False, False, False, False, False, True, False, False, True]","o_m_t_a_r_e",0.5,"2022-07-18T01:36:45.703947","62d4b92c1251332fdf164c6e",19,1
425,"metamorfosis","[True, True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:36:46.744087","62d4b92c1251332fdf164c6e",19,2
426,"migraciones","[False, False, False, False, False, False, False, False, False, True, True]","i_r_a_o_n",0.36363636363636365,"2022-07-18T01:36:49.796499","62d4b9301251332fdf164c72",20,1
427,"judaizantes","[False, False, False, False, False, False, False, False, False, True, True]","d_a_i_n",0.36363636363636365,"2022-07-18T01:36:50.784019","62d4b9301251332fdf164c72",20,2
428,"flavonoides","[False, False, False, False, False, False, False, False, True, True, True]","a_o_n_o_i",0.6363636363636364,"2022-07-18T01:36:51.759466","62d4b9301251332fdf164c72",20,3
429,"prioridades","[False, False, False, True, True, True, True, True, True, True, True]",,0.7272727272727273,"2022-07-18T01:36:52.701975","62d4b9301251332fdf164c72",20,4
430,"sonoridades","[True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:36:53.616584","62d4b9301251332fdf164c72",20,5
431,"avion","[False, False, False, False, False]","o",0.2,"2022-07-18T01:36:56.259118","62d4b9371251332fdf164c79",21,1
432,"juego","[False, False, False, False, True]","e",0.4,"2022-07-18T01:36:57.140351","62d4b9371251332fdf164c79",21,2
433,"exodo","[True, False, True, False, True]",,0.6,"2022-07-18T01:36:58.059361","62d4b9371251332fdf164c79",21,3
434,"esopo","[True, True, True, True, True]",,1,"2022-07-18T01:36:58.905621","62d4b9371251332fdf164c79",21,4
435,"cultivos","[False, False, False, False, True, False, True, False]",,0.125,"2022-07-18T01:37:01.796636","62d4b93c1251332fdf164c7f",22,1
436,"hormigon","[True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:02.799374","62d4b93c1251332fdf164c7f",22,2
437,"cultivados","[False, True, False, True, False, False, False, False, False, False]","a_d_s",0.4,"2022-07-18T01:37:05.602705","62d4b9401251332fdf164c83",23,1
438,"justamente","[False, True, True, True, False, False, False, False, False, False]","a_e_n_t",0.6,"2022-07-18T01:37:06.616598","62d4b9401251332fdf164c83",23,2
439,"sustentaba","[True, True, True, True, True, True, True, True, False, True]",,0.9,"2022-07-18T01:37:07.519293","62d4b9401251332fdf164c83",23,3
440,"sustentada","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:08.416636","62d4b9401251332fdf164c83",23,4
441,"baht","[False, False, False, False]","h",0.25,"2022-07-18T01:37:10.899280","62d4b9461251332fdf164c89",24,1
442,"hong","[False, False, True, False]","h",0.25,"2022-07-18T01:37:11.716602","62d4b9461251332fdf164c89",24,2
443,"zinc","[False, True, True, False]",,0.5,"2022-07-18T01:37:12.564639","62d4b9461251332fdf164c89",24,3
444,"dinh","[True, True, True, True]",,1,"2022-07-18T01:37:13.399803","62d4b9461251332fdf164c89",24,4
445,"meticulosa","[False, False, True, False, False, False, False, False, False, True]","i_o",0.2,"2022-07-18T01:37:16.256618","62d4b94b1251332fdf164c8f",25,1
446,"ortografia","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:17.302508","62d4b94b1251332fdf164c8f",25,2
447,"computadores","[False, False, False, False, False, False, False, False, False, False, False, True]","c_o_p_a_d_o_r",0.5833333333333334,"2022-07-18T01:37:20.037201","62d4b94f1251332fdf164c93",26,1
448,"planificados","[False, False, False, False, False, False, False, False, True, True, True, True]","p_n_i_c",0.5,"2022-07-18T01:37:21.039341","62d4b94f1251332fdf164c93",26,2
449,"incorporados","[True, True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:22.022801","62d4b94f1251332fdf164c93",26,3
450,"duracion","[False, False, False, False, False, False, False, False]","a_o",0.125,"2022-07-18T01:37:24.779570","62d4b9531251332fdf164c98",27,1
451,"alaskeño","[False, False, False, False, False, False, False, True]","a",0.125,"2022-07-18T01:37:25.816649","62d4b9531251332fdf164c98",27,2
452,"bogotazo","[True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:26.722297","62d4b9531251332fdf164c98",27,3
453,"computadores","[False, False, False, False, False, False, False, False, True, False, True, True]","c_t_d",0.3333333333333333,"2022-07-18T01:37:29.462150","62d4b9581251332fdf164c9d",28,1
454,"distinciones","[True, True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:30.479322","62d4b9581251332fdf164c9d",28,2
455,"meticulosa","[False, False, False, True, False, False, False, True, True, False]","e_a",0.3,"2022-07-18T01:37:33.676651","62d4b95c1251332fdf164ca1",29,1
456,"abriendose","[False, False, False, True, True, True, True, True, True, True]","a_b",0.9,"2022-07-18T01:37:34.771440","62d4b95c1251332fdf164ca1",29,2
457,"habiendose","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:35.679526","62d4b95c1251332fdf164ca1",29,3
458,"cultivos","[False, False, False, False, False, False, False, False]","i_o_s",0.125,"2022-07-18T01:37:38.499298","62d4b9611251332fdf164ca6",30,1
459,"designar","[False, False, False, False, False, False, False, False]","s_i_g_n_a",0.375,"2022-07-18T01:37:39.476743","62d4b9611251332fdf164ca6",30,2
460,"gymnasio","[True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:40.379018","62d4b9611251332fdf164ca6",30,3
461,"cultivados","[False, False, False, False, False, False, False, False, False, False]","c_t_i_a_d",0.5,"2022-07-18T01:37:43.079265","62d4b9661251332fdf164cab",31,1
462,"impregnada","[False, False, False, False, False, False, False, True, True, True]","i_p_r",0.5,"2022-07-18T01:37:44.136858","62d4b9661251332fdf164cab",31,2
463,"practicada","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:45.063240","62d4b9661251332fdf164cab",31,3
464,"descubria","[False, False, False, False, False, False, True, True, False]","c_a",0.3333333333333333,"2022-07-18T01:37:47.939712","62d4b96a1251332fdf164cb0",32,1
465,"contrario","[True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:48.981669","62d4b96a1251332fdf164cb0",32,2
466,"categorizando","[False, False, False, False, False, False, False, False, False, False, False, False, True]","c_a_t_e_o_a_n",0.46153846153846156,"2022-07-18T01:37:51.603652","62d4b96e1251332fdf164cb4",33,1
467,"subcampeonato","[True, True, True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:37:52.602232","62d4b96e1251332fdf164cb4",33,2
468,"punto","[False, False, False, False, False]",,0,"2022-07-18T01:37:55.219359","62d4b9721251332fdf164cb8",34,1
469,"sirve","[False, False, False, False, False]","i",0.2,"2022-07-18T01:37:56.138935","62d4b9721251332fdf164cb8",34,2
470,"clima","[False, False, False, False, False]","i_m_a",0.4,"2022-07-18T01:37:56.999738","62d4b9721251332fdf164cb8",34,3
471,"ambig","[False, False, False, True, False]","a_m",0.4,"2022-07-18T01:37:57.859674","62d4b9721251332fdf164cb8",34,4
472,"hakim","[True, True, True, True, True]",,1,"2022-07-18T01:37:58.662774","62d4b9721251332fdf164cb8",34,5
473,"reducia","[False, False, False, False, False, False, False]","d_u_i_a",0.42857142857142855,"2022-07-18T01:38:01.461551","62d4b9781251332fdf164cbf",35,1
474,"antiguo","[False, False, False, False, False, False, False]","a_i_g_u",0.2857142857142857,"2022-07-18T01:38:02.322650","62d4b9781251332fdf164cbf",35,2
475,"guiadas","[True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:03.159308","62d4b9781251332fdf164cbf",35,3
476,"descubria","[False, False, False, False, False, False, False, False, False]","d_e_b_a",0.2222222222222222,"2022-07-18T01:38:06.156861","62d4b97d1251332fdf164cc4",36,1
477,"planteado","[False, False, False, False, False, False, False, True, True]","a_n_e",0.4444444444444444,"2022-07-18T01:38:07.179421","62d4b97d1251332fdf164cc4",36,2
478,"bombeando","[True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:08.061992","62d4b97d1251332fdf164cc4",36,3
479,"meticulosa","[False, False, False, False, False, False, False, False, False, False]","e_t_i_o",0.4,"2022-07-18T01:38:10.877018","62d4b9811251332fdf164cc9",37,1
480,"expediente","[False, False, False, False, False, False, False, False, False, False]","e_i_n_t",0.4,"2022-07-18T01:38:11.899584","62d4b9811251332fdf164cc9",37,2
481,"fiorentino","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:12.799530","62d4b9811251332fdf164cc9",37,3
482,"cabo","[False, False, False, True]",,0.25,"2022-07-18T01:38:15.822942","62d4b9861251332fdf164cce",38,1
483,"tipo","[False, False, False, True]","t",0.25,"2022-07-18T01:38:16.857289","62d4b9861251332fdf164cce",38,2
484,"ruso","[False, False, False, True]",,0.25,"2022-07-18T01:38:17.676808","62d4b9861251332fdf164cce",38,3
485,"dejo","[False, False, False, True]",,0.25,"2022-07-18T01:38:18.519614","62d4b9861251332fdf164cce",38,4
486,"logo","[False, True, False, True]",,0.5,"2022-07-18T01:38:19.339796","62d4b9861251332fdf164cce",38,5
487,"cultivos","[False, False, False, False, False, False, True, True]","c_l_t",0.375,"2022-07-18T01:38:22.142141","62d4b98d1251332fdf164cd5",39,1
488,"mercados","[False, False, False, True, False, False, True, True]","a",0.375,"2022-07-18T01:38:23.119849","62d4b98d1251332fdf164cd5",39,2
489,"tlacoyos","[True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:24.099808","62d4b98d1251332fdf164cd5",39,3
490,"ciertas","[False, False, False, False, True, False, True]","c_e_a",0.42857142857142855,"2022-07-18T01:38:27.017061","62d4b9911251332fdf164cda",40,1
491,"adultos","[False, False, False, False, True, True, True]","a",0.5714285714285714,"2022-07-18T01:38:27.939777","62d4b9911251332fdf164cda",40,2
492,"exactos","[True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:28.819569","62d4b9911251332fdf164cda",40,3
493,"cortas","[False, False, False, True, False, True]","o_a",0.16666666666666666,"2022-07-18T01:38:31.562066","62d4b9961251332fdf164cdf",41,1
494,"juntos","[False, False, True, True, True, True]",,0.6666666666666666,"2022-07-18T01:38:32.522973","62d4b9961251332fdf164cdf",41,2
495,"lentos","[False, False, True, True, True, True]",,0.6666666666666666,"2022-07-18T01:38:33.438448","62d4b9961251332fdf164cdf",41,3
496,"tantos","[False, True, True, True, True, True]",,0.8333333333333334,"2022-07-18T01:38:34.319935","62d4b9961251332fdf164cdf",41,4
497,"santos","[True, True, True, True, True, True]",,1,"2022-07-18T01:38:35.119495","62d4b9961251332fdf164cdf",41,5
498,"aprovechamiento","[False, False, False, False, False, False, False, False, False, False, False, True, True, True, False]","a_e_c_a_m_i",0.5333333333333333,"2022-07-18T01:38:37.736865","62d4b99c1251332fdf164ce6",42,1
499,"suficientemente","[False, False, False, False, False, False, False, False, False, False, True, True, True, True, True]","i_c_i_e_t",0.4666666666666667,"2022-07-18T01:38:38.816797","62d4b99c1251332fdf164ce6",42,2
500,"dialecticamente","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:39.819308","62d4b99c1251332fdf164ce6",42,3
501,"cortas","[False, False, False, False, False, False]","r",0.16666666666666666,"2022-07-18T01:38:42.581330","62d4b9a11251332fdf164ceb",43,1
502,"ludwig","[False, True, False, False, False, False]",,0.16666666666666666,"2022-07-18T01:38:43.519523","62d4b9a11251332fdf164ceb",43,2
503,"humber","[False, True, False, False, True, True]","b",0.5,"2022-07-18T01:38:44.521914","62d4b9a11251332fdf164ceb",43,3
504,"bunker","[True, True, True, True, True, True]",,1,"2022-07-18T01:38:45.382685","62d4b9a11251332fdf164ceb",43,4
505,"cultivos","[False, False, False, False, False, False, False, False]","c_i_v",0.125,"2022-07-18T01:38:48.102258","62d4b9a71251332fdf164cf1",44,1
506,"friedman","[False, False, False, True, False, False, False, False]","r_i",0.25,"2022-07-18T01:38:49.099823","62d4b9a71251332fdf164cf1",44,2
507,"keverich","[True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:50.019734","62d4b9a71251332fdf164cf1",44,3
508,"punto","[False, False, False, False, False]",,0,"2022-07-18T01:38:52.742253","62d4b9ab1251332fdf164cf6",45,1
509,"sirve","[False, False, True, True, False]",,0.4,"2022-07-18T01:38:53.679865","62d4b9ab1251332fdf164cf6",45,2
510,"larva","[True, True, True, True, True]",,1,"2022-07-18T01:38:54.539803","62d4b9ab1251332fdf164cf6",45,3
511,"meticulosa","[False, False, False, False, False, False, False, False, False, False]","e_c_l_o_a",0.1,"2022-07-18T01:38:57.382134","62d4b9b01251332fdf164cfb",46,1
512,"elaborando","[False, False, False, False, False, True, True, False, False, False]","e_l_a_o_n",0.5,"2022-07-18T01:38:58.360061","62d4b9b01251332fdf164cfb",46,2
513,"aceleraron","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:38:59.280374","62d4b9b01251332fdf164cfb",46,3
514,"ciertas","[False, False, False, True, True, True, False]",,0.42857142857142855,"2022-07-18T01:39:02.542984","62d4b9b51251332fdf164d00",47,1
515,"aportan","[True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:03.586210","62d4b9b51251332fdf164d00",47,2
516,"cambio","[True, False, False, False, False, False]","o",0.3333333333333333,"2022-07-18T01:39:06.353385","62d4b9b91251332fdf164d04",48,1
517,"choque","[True, False, False, False, False, True]","o_u",0.5,"2022-07-18T01:39:07.257004","62d4b9b91251332fdf164d04",48,2
518,"crusoe","[True, True, True, True, True, True]",,1,"2022-07-18T01:39:08.203042","62d4b9b91251332fdf164d04",48,3
519,"meticulosa","[False, False, False, False, False, False, False, False, False, False]","m_i_o_a",0.2,"2022-07-18T01:39:10.944488","62d4b9be1251332fdf164d09",49,1
520,"organizado","[False, False, False, True, True, True, True, True, True, True]","o_r",0.8,"2022-07-18T01:39:12.059735","62d4b9be1251332fdf164d09",49,2
521,"romanizado","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:13.015135","62d4b9be1251332fdf164d09",49,3
522,"cultivados","[False, False, False, False, False, False, True, True, True, True]","t",0.5,"2022-07-18T01:39:15.922421","62d4b9c21251332fdf164d0e",50,1
523,"gobernados","[False, False, False, False, True, False, True, True, True, True]","o_e",0.5,"2022-07-18T01:39:16.997001","62d4b9c21251332fdf164d0e",50,2
524,"exportados","[False, False, True, True, True, True, True, True, True, True]","e",0.9,"2022-07-18T01:39:17.917185","62d4b9c21251332fdf164d0e",50,3
525,"reportados","[True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:18.860416","62d4b9c21251332fdf164d0e",50,4
526,"punto","[True, False, False, False, False]",,0.2,"2022-07-18T01:39:21.641623","62d4b9c81251332fdf164d14",51,1
527,"pesca","[True, False, False, False, True]",,0.4,"2022-07-18T01:39:22.660182","62d4b9c81251332fdf164d14",51,2
528,"prima","[True, True, True, True, True]",,1,"2022-07-18T01:39:23.642435","62d4b9c81251332fdf164d14",51,3
529,"ciertas","[False, False, False, False, False, True, True]","e_r",0.42857142857142855,"2022-07-18T01:39:26.697110","62d4b9cd1251332fdf164d19",52,1
530,"bodegas","[False, False, False, True, False, True, True]","g",0.42857142857142855,"2022-07-18T01:39:27.640202","62d4b9cd1251332fdf164d19",52,2
531,"maneras","[False, False, False, True, False, True, True]","r",0.42857142857142855,"2022-07-18T01:39:28.622356","62d4b9cd1251332fdf164d19",52,3
532,"gruesas","[True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:29.517100","62d4b9cd1251332fdf164d19",52,4
533,"descubria","[False, False, False, False, False, False, False, False, True]","e_c_u_r",0.5555555555555556,"2022-07-18T01:39:32.539773","62d4b9d31251332fdf164d1f",53,1
534,"conjetura","[False, False, False, False, True, False, False, True, True]","c_n_t_u",0.4444444444444444,"2022-07-18T01:39:33.617100","62d4b9d31251332fdf164d1f",53,2
535,"encuentra","[True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:34.539952","62d4b9d31251332fdf164d1f",53,3
536,"cambridge","[False, False, False, False, False, False, False, False, False]","a_m_b_r_i",0.3333333333333333,"2022-07-18T01:39:37.297140","62d4b9d81251332fdf164d24",54,1
537,"bronislaw","[False, False, False, False, False, False, False, False, False]","b_r_i_s_l_a",0.4444444444444444,"2022-07-18T01:39:38.262373","62d4b9d81251332fdf164d24",54,2
538,"vislumbra","[True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:39.142474","62d4b9d81251332fdf164d24",54,3
539,"cuestionable","[False, False, False, False, False, False, False, False, False, False, False, False]","c_u_e_i_o_n_l_e",0.3333333333333333,"2022-07-18T01:39:41.659921","62d4b9dc1251332fdf164d29",55,1
540,"enorgullecio","[True, True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:42.639767","62d4b9dc1251332fdf164d29",55,2
541,"museografia","[False, False, False, False, False, False, False, False, False, False, False]","u_s_e_o_a_i_a",0.36363636363636365,"2022-07-18T01:39:45.663556","62d4b9e01251332fdf164d2d",56,1
542,"coahuilense","[False, False, False, False, False, False, False, False, True, False, False]","c_o_a_u_i_e_s",0.36363636363636365,"2022-07-18T01:39:46.737314","62d4b9e01251332fdf164d2d",56,2
543,"ubicaciones","[False, False, False, False, True, True, True, True, True, True, True]","u_c",0.7272727272727273,"2022-07-18T01:39:47.704596","62d4b9e01251332fdf164d2d",56,3
544,"situaciones","[False, False, False, False, True, True, True, True, True, True, True]","s_u",0.7272727272727273,"2022-07-18T01:39:48.640644","62d4b9e01251332fdf164d2d",56,4
545,"ocupaciones","[False, True, True, False, True, True, True, True, True, True, True]",,0.8181818181818182,"2022-07-18T01:39:49.643556","62d4b9e01251332fdf164d2d",56,5
546,"migraciones","[True, False, False, False, True, False, False, False, False, False, True]","i_r_o_n",0.45454545454545453,"2022-07-18T01:39:52.499806","62d4b9e71251332fdf164d34",57,1
547,"mandatarios","[True, True, True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:53.579789","62d4b9e71251332fdf164d34",57,2
548,"cambridge","[False, False, False, False, False, False, False, False, False]","c_a_r_d",0.2222222222222222,"2022-07-18T01:39:56.362468","62d4b9eb1251332fdf164d38",58,1
549,"produzcan","[False, True, False, True, True, False, False, False, False]","o_c_a",0.4444444444444444,"2022-07-18T01:39:57.439938","62d4b9eb1251332fdf164d38",58,2
550,"traductor","[True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:39:58.337437","62d4b9eb1251332fdf164d38",58,3
551,"cortas","[False, False, True, False, False, False]","a",0.16666666666666666,"2022-07-18T01:40:01.137273","62d4b9f01251332fdf164d3d",59,1
552,"margen","[False, True, True, False, True, True]",,0.6666666666666666,"2022-07-18T01:40:02.061479","62d4b9f01251332fdf164d3d",59,2
553,"warden","[True, True, True, True, True, True]",,1,"2022-07-18T01:40:02.939982","62d4b9f01251332fdf164d3d",59,3
554,"ciertas","[False, True, False, False, False, False, True]","a",0.42857142857142855,"2022-07-18T01:40:05.903296","62d4b9f41251332fdf164d42",60,1
555,"ligados","[False, True, False, True, True, True, True]",,0.7142857142857143,"2022-07-18T01:40:06.902766","62d4b9f41251332fdf164d42",60,2
556,"fijados","[True, True, True, True, True, True, True]",,1,"2022-07-18T01:40:07.799891","62d4b9f41251332fdf164d42",60,3
557,"descubria","[False, False, False, False, False, False, False, False, False]","e_s_c_a",0.2222222222222222,"2022-07-18T01:40:10.580132","62d4b9f91251332fdf164d47",61,1
558,"solamente","[False, False, False, True, False, True, True, False, False]","s_l_m_e",0.5555555555555556,"2022-07-18T01:40:11.622432","62d4b9f91251332fdf164d47",61,2
559,"almacenes","[True, True, True, True, True, True, True, True, True]",,1,"2022-07-18T01:40:12.497283","62d4b9f91251332fdf164d47",61,3
560,"computadores","[False, False, False, False, False, False, False, False, False, False, True, True]","m_u_a_r",0.3333333333333333,"2022-07-18T01:40:15.240295","62d4b9fe1251332fdf164d4c",62,1
